Data,Curs_MDL
3808,16.04.2020,0.2497
3809,21.04.2020,0.2510
3810,22.04.2020,0.2494
3811,23.04.2020,0.2455
3812,24.04.2020,0.2458
3813,27.04.2020,0.2442
3814,28.04.2020,0.2445
3815,29.04.2020,0.2472
3816,30.04.2020,0.2494
3817,04.05.2020,0.2479
3818,05.05.2020,0.2459
3819,06.05.2020,0.2488
3820,07.05.2020,0.2510
3821,08.05.2020,0.2517
3822,11.05.2020,0.2498
3823,12.05.2020,0.2495
3824,13.05.2020,0.2483
3825,14.05.2020,0.2485
3826,15.05.2020,0.2512
3827,18.05.2020,0.2514
3828,19.05.2020,0.2514
3829,20.05.2020,0.2479
3830,21.05.2020,0.2491
3831,22.05.2020,0.2483
3832,25.05.2020,0.2509
3833,26.05.2020,0.2505
3834,27.05.2020,0.2496
3835,28.05.2020,0.2484
3836,29.05.2020,0.2496
3837,02.06.2020,0.2487
3838,03.06.2020,0.2477
3839,04.06.2020,0.2477
3840,05.06.2020,0.2484
3841,09.06.2020,0.2459
3842,10.06.2020,0.2478
3843,11.06.2020,0.2461
3844,12.06.2020,0.2468
3845,15.06.2020,0.2482
3846,16.06.2020,0.2496
3847,17.06.2020,0.2477
3848,18.06.2020,0.2495
3849,19.06.2020,0.2492
3850,22.06.2020,0.2503
3851,23.06.2020,0.2494
3852,24.06.2020,0.2470
3853,25.06.2020,0.2469
3854,26.06.2020,0.2494
3855,29.06.2020,0.2496
3856,30.06.2020,0.2490
3857,01.07.2020,0.2508
3858,02.07.2020,0.2510
3859,03.07.2020,0.2489
3860,06.07.2020,0.2494
3861,07.07.2020,0.2475
3862,08.07.2020,0.2478
3863,09.07.2020,0.2485
3864,10.07.2020,0.2488
3865,13.07.2020,0.2497
3866,14.07.2020,0.2495
3867,15.07.2020,0.2492
3868,16.07.2020,0.2480
3869,17.07.2020,0.2491
3870,20.07.2020,0.2483
3871,21.07.2020,0.2480
3872,22.07.2020,0.2490
3873,23.07.2020,0.2463
3874,24.07.2020,0.2463
3875,27.07.2020,0.2462
3876,28.07.2020,0.2444
3877,29.07.2020,0.2446
3878,30.07.2020,0.2451
3879,31.07.2020,0.2454
3880,03.08.2020,0.2441
3881,04.08.2020,0.2473
3882,05.08.2020,0.2467
3883,06.08.2020,0.2456
3884,07.08.2020,0.2458
3885,10.08.2020,0.2465
3886,11.08.2020,0.2487
3887,12.08.2020,0.2478
3888,13.08.2020,0.2471
3889,14.08.2020,0.2444
3890,17.08.2020,0.2445
3891,18.08.2020,0.2435
3892,19.08.2020,0.2435
3893,20.08.2020,0.2432
3894,21.08.2020,0.2457
3895,24.08.2020,0.2469
3896,25.08.2020,0.2463
3897,26.08.2020,0.2462
3898,27.08.2020,0.2463
3899,28.08.2020,0.2462
3900,31.08.2020,0.2462
3901,01.09.2020,0.2460
3902,02.09.2020,0.2426
3903,03.09.2020,0.2457
3904,04.09.2020,0.2473
3905,07.09.2020,0.2469
3906,08.09.2020,0.2474
3907,09.09.2020,0.2478
3908,10.09.2020,0.2485
3909,11.09.2020,0.2467
3910,14.09.2020,0.2461
3911,15.09.2020,0.2456
3912,16.09.2020,0.2456
3913,17.09.2020,0.2462
3914,18.09.2020,0.2476
3915,21.09.2020,0.2467
3916,22.09.2020,0.2474
3917,23.09.2020,0.2481
3918,24.09.2020,0.2494
3919,25.09.2020,0.2497
3920,28.09.2020,0.2481
3921,29.09.2020,0.2468
3922,30.09.2020,0.2456
3923,01.10.2020,0.2451
3924,02.10.2020,0.2446
3925,05.10.2020,0.2456
3926,06.10.2020,0.2452
3927,07.10.2020,0.2449
3928,08.10.2020,0.2451
3929,09.10.2020,0.2445
3930,12.10.2020,0.2433
3931,13.10.2020,0.2432
3932,14.10.2020,0.2432
3933,15.10.2020,0.2441
3934,16.10.2020,0.2450
3935,19.10.2020,0.2453
3936,20.10.2020,0.2436
3937,21.10.2020,0.2426
3938,22.10.2020,0.2412
3939,23.10.2020,0.2417
3940,26.10.2020,0.2412
3941,27.10.2020,0.2422
3942,28.10.2020,0.2418
3943,29.10.2020,0.2439
3944,30.10.2020,0.2444
3945,02.11.2020,0.2443
3946,03.11.2020,0.2444
3947,04.11.2020,0.2426
3948,05.11.2020,0.2419
3949,06.11.2020,0.2396
3950,09.11.2020,0.2386
3951,10.11.2020,0.2386
3952,11.11.2020,0.2409
3953,12.11.2020,0.2415
3954,13.11.2020,0.2406
3955,16.11.2020,0.2407
3956,17.11.2020,0.2407
3957,18.11.2020,0.2398
3958,19.11.2020,0.2397
3959,20.11.2020,0.2400
3960,23.11.2020,0.2388
3961,24.11.2020,0.2380
3962,25.11.2020,0.2387
3963,26.11.2020,0.2382
3964,27.11.2020,0.2376
3965,02.12.2020,0.2359
3966,03.12.2020,0.2342
3967,04.12.2020,0.2325
3968,07.12.2020,0.2315
3969,08.12.2020,0.2324
3970,09.12.2020,0.2321
3971,10.12.2020,0.2321
3972,11.12.2020,0.2328
3973,14.12.2020,0.2326
3974,15.12.2020,0.2321
3975,16.12.2020,0.2324
3976,17.12.2020,0.2320
3977,18.12.2020,0.2313
3978,21.12.2020,0.2305
3979,22.12.2020,0.2322
3980,23.12.2020,0.2309
3981,24.12.2020,0.2317
3982,28.12.2020,0.2318
3983,29.12.2020,0.2318
3984,30.12.2020,0.2310
3985,31.12.2020,0.2305
3986,04.01.2021,0.2308
3987,05.01.2021,0.2305
3988,06.01.2021,0.2305
3989,07.01.2021,0.2305
3990,08.01.2021,0.2305
3991,11.01.2021,0.2296
3992,12.01.2021,0.2328
3993,13.01.2021,0.2327
3994,14.01.2021,0.2322
3995,15.01.2021,0.2321
3996,18.01.2021,0.2326
3997,19.01.2021,0.2335
3998,20.01.2021,0.2318
3999,21.01.2021,0.2310
4000,22.01.2021,0.2300
4001,25.01.2021,0.2289
4002,26.01.2021,0.2297
4003,27.01.2021,0.2310
4004,28.01.2021,0.2318
4005,29.01.2021,0.2328
4006,01.02.2021,0.2319
4007,02.02.2021,0.2331
4008,03.02.2021,0.2338
4009,04.02.2021,0.2333
4010,05.02.2021,0.2334
4011,08.02.2021,0.2328
4012,09.02.2021,0.2315
4013,10.02.2021,0.2296
4014,11.02.2021,0.2293
4015,12.02.2021,0.2298
4016,15.02.2021,0.2306
4017,16.02.2021,0.2309
4018,17.02.2021,0.2305
4019,18.02.2021,0.2324
4020,19.02.2021,0.2313
4021,22.02.2021,0.2288
4022,23.02.2021,0.2288
4023,24.02.2021,0.2288
4024,25.02.2021,0.2291
4025,26.02.2021,0.2284
4026,01.03.2021,0.2309
4027,02.03.2021,0.2316
4028,03.03.2021,0.2314
4029,04.03.2021,0.2302
4030,05.03.2021,0.2309
4031,08.03.2021,0.2309
4032,09.03.2021,0.2327
4033,10.03.2021,0.2332
4034,11.03.2021,0.2329
4035,12.03.2021,0.2304
4036,15.03.2021,0.2310
4037,16.03.2021,0.2313
4038,17.03.2021,0.2309
4039,18.03.2021,0.2314
4040,19.03.2021,0.2301
4041,22.03.2021,0.2306
4042,23.03.2021,0.2300
4043,24.03.2021,0.2305
4044,25.03.2021,0.2309
4045,26.03.2021,0.2310
4046,29.03.2021,0.2315
4047,30.03.2021,0.2320
4048,31.03.2021,0.2331
4049,01.04.2021,0.2317
4050,02.04.2021,0.2313
4051,05.04.2021,0.2310
4052,06.04.2021,0.2319
4053,07.04.2021,0.2312
4054,08.04.2021,0.2301
4055,09.04.2021,0.2309
4056,12.04.2021,0.2308
4057,13.04.2021,0.2309
4058,14.04.2021,0.2314
4059,15.04.2021,0.2304
4060,16.04.2021,0.2303
4061,19.04.2021,0.2296
4062,20.04.2021,0.2281
4063,21.04.2021,0.2271
4064,22.04.2021,0.2277
4065,23.04.2021,0.2272
4066,26.04.2021,0.2275
4067,27.04.2021,0.2272
4068,28.04.2021,0.2280
4069,29.04.2021,0.2288
4070,04.05.2021,0.2295
4071,05.05.2021,0.2308
4072,06.05.2021,0.2306
4073,07.05.2021,0.2293
4074,10.05.2021,0.2293
4075,11.05.2021,0.2290
4076,12.05.2021,0.2277
4077,13.05.2021,0.2288
4078,14.05.2021,0.2302
4079,17.05.2021,0.2294
4080,18.05.2021,0.2280
4081,19.05.2021,0.2272
4082,20.05.2021,0.2272
4083,21.05.2021,0.2277
4084,24.05.2021,0.2275
4085,25.05.2021,0.2280
4086,26.05.2021,0.2277
4087,27.05.2021,0.2277
4088,28.05.2021,0.2286
4089,31.05.2021,0.2294
4090,02.06.2021,0.2285
4091,03.06.2021,0.2294
4092,04.06.2021,0.2290
4093,07.06.2021,0.2303
4094,08.06.2021,0.2292
4095,09.06.2021,0.2287
4096,10.06.2021,0.2282
4097,11.06.2021,0.2286
4098,14.06.2021,0.2287
4099,15.06.2021,0.2294
4100,16.06.2021,0.2296
4101,17.06.2021,0.2294
4102,18.06.2021,0.2321
4103,22.06.2021,0.2310
4104,23.06.2021,0.2305
4105,24.06.2021,0.2293
4106,25.06.2021,0.2292
4107,28.06.2021,0.2290
4108,29.06.2021,0.2292
4109,30.06.2021,0.2302
4110,01.07.2021,0.2304
4111,02.07.2021,0.2306
4112,05.07.2021,0.2309
4113,06.07.2021,0.2293
4114,07.07.2021,0.2304
4115,08.07.2021,0.2308
4116,09.07.2021,0.2303
4117,12.07.2021,0.2298
4118,13.07.2021,0.2303
4119,14.07.2021,0.2306
4120,15.07.2021,0.2317
4121,16.07.2021,0.2316
4122,19.07.2021,0.2324
4123,20.07.2021,0.2328
4124,21.07.2021,0.2325
4125,22.07.2021,0.2323
4126,23.07.2021,0.2311
4127,26.07.2021,0.2314
4128,27.07.2021,0.2311
4129,28.07.2021,0.2319
4130,29.07.2021,0.2322
4131,30.07.2021,0.2312
4132,02.08.2021,0.2311
4133,03.08.2021,0.2312
4134,04.08.2021,0.2314
4135,05.08.2021,0.2323
4136,06.08.2021,0.2326
4137,09.08.2021,0.2332
4138,10.08.2021,0.2346
4139,11.08.2021,0.2352
4140,12.08.2021,0.2360
4141,13.08.2021,0.2365
4142,16.08.2021,0.2371
4143,17.08.2021,0.2373
4144,18.08.2021,0.2383
4145,19.08.2021,0.2394
4146,20.08.2021,0.2392
4147,23.08.2021,0.2390
4148,24.08.2021,0.2380
4149,25.08.2021,0.2378
4150,26.08.2021,0.2372
4151,27.08.2021,0.2373
4152,30.08.2021,0.2374
4153,31.08.2021,0.2374
4154,01.09.2021,0.2366
4155,02.09.2021,0.2359
4156,03.09.2021,0.2352
4157,06.09.2021,0.2356
4158,07.09.2021,0.2365
4159,08.09.2021,0.2367
4160,09.09.2021,0.2384
4161,10.09.2021,0.2385
4162,13.09.2021,0.2385
4163,14.09.2021,0.2393
4164,15.09.2021,0.2376
4165,16.09.2021,0.2369
4166,17.09.2021,0.2382
4167,20.09.2021,0.2382
4168,21.09.2021,0.2395
4169,22.09.2021,0.2386
4170,23.09.2021,0.2383
4171,24.09.2021,0.2386
4172,27.09.2021,0.2383
4173,28.09.2021,0.2388
4174,29.09.2021,0.2396
4175,30.09.2021,0.2402
4176,01.10.2021,0.2426
4177,04.10.2021,0.2430
4178,05.10.2021,0.2423
4179,06.10.2021,0.2433
4180,07.10.2021,0.2450
4181,08.10.2021,0.2449
4182,11.10.2021,0.2455
4183,12.10.2021,0.2462
4184,13.10.2021,0.2466
4185,14.10.2021,0.2465
4186,15.10.2021,0.2467
4187,18.10.2021,0.2464
4188,19.10.2021,0.2468
4189,20.10.2021,0.2455
4190,21.10.2021,0.2451
4191,22.10.2021,0.2435
4192,25.10.2021,0.2433
4193,26.10.2021,0.2435
4194,27.10.2021,0.2430
4195,28.10.2021,0.2433
4196,29.10.2021,0.2434
4197,01.11.2021,0.2433
4198,02.11.2021,0.2447
4199,03.11.2021,0.2435
4200,04.11.2021,0.2437
4201,05.11.2021,0.2446
4202,08.11.2021,0.2450
4203,09.11.2021,0.2439
4204,10.11.2021,0.2434
4205,11.11.2021,0.2441
4206,12.11.2021,0.2456
4207,15.11.2021,0.2459
4208,16.11.2021,0.2454
4209,17.11.2021,0.2473
4210,18.11.2021,0.2479
4211,19.11.2021,0.2472
4212,22.11.2021,0.2481
4213,23.11.2021,0.2483
4214,24.11.2021,0.2488
4215,25.11.2021,0.2491
4216,26.11.2021,0.2489
4217,29.11.2021,0.2474
4218,02.12.2021,0.2465
4219,03.12.2021,0.2460
4220,06.12.2021,0.2470
4221,07.12.2021,0.2476
4222,08.12.2021,0.2490
4223,09.12.2021,0.2486
4224,10.12.2021,0.2477
4225,13.12.2021,0.2482
4226,14.12.2021,0.2477
4227,15.12.2021,0.2466
4228,16.12.2021,0.2477
4229,17.12.2021,0.2472
4230,20.12.2021,0.2467
4231,21.12.2021,0.2472
4232,22.12.2021,0.2465
4233,23.12.2021,0.2456
4234,24.12.2021,0.2453
4235,27.12.2021,0.2449
4236,28.12.2021,0.2456
4237,29.12.2021,0.2457
4238,30.12.2021,0.2471
4239,31.12.2021,0.2463
4240,03.01.2022,0.2462
4241,04.01.2022,0.2452
4242,05.01.2022,0.2461
4243,06.01.2022,0.2444
4244,07.01.2022,0.2445
4245,10.01.2022,0.2443
4246,11.01.2022,0.2436
4247,12.01.2022,0.2427
4248,13.01.2022,0.2418
4249,14.01.2022,0.2394
4250,17.01.2022,0.2395
4251,18.01.2022,0.2404
4252,19.01.2022,0.2407
4253,20.01.2022,0.2416
4254,21.01.2022,0.2416
4255,25.01.2022,0.2424
4256,26.01.2022,0.2439
4257,27.01.2022,0.2446
4258,28.01.2022,0.2476
4259,31.01.2022,0.2478
4260,01.02.2022,0.2469
4261,02.02.2022,0.2438
4262,03.02.2022,0.2423
4263,04.02.2022,0.2432
4264,07.02.2022,0.2396
4265,08.02.2022,0.2411
4266,09.02.2022,0.2417
4267,10.02.2022,0.2417
4268,11.02.2022,0.2423
4269,14.02.2022,0.2434
4270,15.02.2022,0.2450
4271,16.02.2022,0.2436
4272,17.02.2022,0.2422
4273,18.02.2022,0.2421
4274,21.02.2022,0.2419
4275,22.02.2022,0.2423
4276,23.02.2022,0.2428
4277,24.02.2022,0.2431
4278,25.02.2022,0.2455
4279,28.02.2022,0.2433
4280,01.03.2022,0.2418
4281,02.03.2022,0.2415
4282,03.03.2022,0.2430
4283,04.03.2022,0.2435
4284,07.03.2022,0.2460
4285,08.03.2022,0.2460
4286,09.03.2022,0.2483
4287,10.03.2022,0.2457
4288,11.03.2022,0.2440
4289,14.03.2022,0.2446
4290,15.03.2022,0.2458
4291,16.03.2022,0.2446
4292,17.03.2022,0.2437
4293,18.03.2022,0.2429
4294,21.03.2022,0.2434
4295,22.03.2022,0.2431
4296,23.03.2022,0.2439
4297,24.03.2022,0.2447
4298,25.03.2022,0.2449
4299,28.03.2022,0.2449
4300,29.03.2022,0.2455
4301,30.03.2022,0.2443
4302,31.03.2022,0.2426
4303,01.04.2022,0.2431
4304,04.04.2022,0.2436
4305,05.04.2022,0.2451
4306,06.04.2022,0.2456
4307,07.04.2022,0.2468
4308,08.04.2022,0.2470
4309,11.04.2022,0.2467
4310,12.04.2022,0.2459
4311,13.04.2022,0.2469
4312,14.04.2022,0.2475
4313,15.04.2022,0.2456
4314,18.04.2022,0.2477
4315,19.04.2022,0.2478
4316,20.04.2022,0.2477
4317,21.04.2022,0.2461
4318,26.04.2022,0.2476
4319,27.04.2022,0.2506
4320,28.04.2022,0.2525
4321,29.04.2022,0.2543
4322,02.05.2022,0.2543
4323,03.05.2022,0.2516
4324,04.05.2022,0.2525
4325,05.05.2022,0.2514
4326,06.05.2022,0.2494
4327,09.05.2022,0.2493
4328,10.05.2022,0.2487
4329,11.05.2022,0.2491
4330,12.05.2022,0.2485
4331,13.05.2022,0.2505
4332,16.05.2022,0.2510
4333,17.05.2022,0.2493
4334,18.05.2022,0.2472
4335,19.05.2022,0.2466
4336,20.05.2022,0.2453
4337,23.05.2022,0.2438
4338,24.05.2022,0.2418
4339,25.05.2022,0.2413
4340,26.05.2022,0.2425
4341,27.05.2022,0.2418
4342,30.05.2022,0.2424
